Sequence,Value 1,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8
8387,16,0.015564,0.023194,61.775047,3599.598877,2008/10/13 10:00:00.42,3,2608
8388,17,0.005646,0.017090,32.039490,3599.598877,2008/10/13 10:00:00.42,3,5300
8389,18,27.969786,29.633022,103516.218750,3599.598877,2008/10/13 10:00:00.42,3,2343
8390,19,0.000000,2.162326,6522.301758,3599.598877,2008/10/13 10:00:00.42,3,4542
8391,20,-44.478638,0.378700,-100965.781250,3599.598877,2008/10/13 10:00:00.42,3,349
8392,21,0.000000,27.152668,35189.722656,3599.598877,2008/10/13 10:00:00.42,3,5500
8393,22,2.971694,31.242847,39351.675781,3599.598877,2008/10/13 10:00:00.42,3,3100
8394,23,0.000000,2.127932,6308.916992,3599.598877,2008/10/13 10:00:00.42,3,3342
8395,24,-101.749290,-46.363815,-322495.875000,3599.598877,2008/10/13 10:00:00.42,3,3310
8396,25,0.000000,27.459372,33556.355469,3599.598877,2008/10/13 10:00:00.42,3,4900
8397,26,0.000000,0.000000,0.000000,3599.598877,2008/10/13 10:00:00.42,3,0
8398,27,100.000000,100.000000,301049.500000,3010.491211,2008/10/13 10:00:00.42,1,202
8399,28,100.000000,100.000000,298950.500000,2989.501465,2008/10/13 10:00:00.42,1,303
8400,1,6.758068,6.806134,24448.230469,3600.588623,2008/10/13 11:00:00.89,3,2100
8401,2,1.258869,1.483177,5088.559570,3600.588623,2008/10/13 11:00:00.89,3,2156
8402,3,0.000381,0.000381,1.373520,3600.588623,2008/10/13 11:00:00.89,3,0
8403,4,11.989014,29.393454,76035.320313,3600.588623,2008/10/13 11:00:00.89,3,150
8404,5,2.929122,3.014572,10694.873047,3600.588623,2008/10/13 11:00:00.89,3,5002
8405,6,7.108416,7.128710,25628.591797,3600.588623,2008/10/13 11:00:00.89,3,31
8406,7,6.999466,7.028306,25257.587891,3600.588623,2008/10/13 11:00:00.89,3,1148
8407,8,3.467939,3.617554,12799.862305,3600.588623,2008/10/13 11:00:00.89,3,4300
8408,9,3.480253,3.620941,12824.268555,3600.588623,2008/10/13 11:00:00.89,3,4400
8409,10,1.019894,1.023041,3675.111084,3600.588623,2008/10/13 11:00:00.89,3,18
8410,11,2.201114,2.351415,8402.694336,3600.588623,2008/10/13 11:00:00.89,3,4630
8411,12,385.421539,488.041504,1610435.875000,3600.588623,2008/10/13 11:00:00.89,3,2909
8412,13,6.372473,6.411994,23020.185547,3600.588623,2008/10/13 11:00:00.89,3,5800
8413,14,0.000000,25.035479,50698.523438,3600.588623,2008/10/13 11:00:00.89,3,3010
8414,15,3.368734,3.597681,12553.368164,3600.588623,2008/10/13 11:00:00.89,3,2909
8415,16,0.014801,0.021057,61.122875,3600.588623,2008/10/13 11:00:00.89,3,3202
8416,17,0.005646,0.011139,26.764048,3600.588623,2008/10/13 11:00:00.89,3,210
8417,18,27.962156,29.747463,104288.312500,3600.588623,2008/10/13 11:00:00.89,3,1030
8418,19,0.000000,2.139147,6553.206543,3600.588623,2008/10/13 11:00:00.89,3,1429
8419,20,-45.684311,-2.573662,-109427.328125,3600.588623,2008/10/13 11:00:00.89,3,4129
8420,21,0.000000,25.143055,39416.921875,3600.588623,2008/10/13 11:00:00.89,3,729
8421,22,3.089952,28.793774,26899.562500,3600.588623,2008/10/13 11:00:00.89,3,45
8422,23,0.000000,2.145128,6488.445801,3600.588623,2008/10/13 11:00:00.89,3,1630
8423,24,-115.393646,-49.873016,-330135.031250,3600.588623,2008/10/13 11:00:00.89,3,1329
8424,25,0.000000,26.525520,39760.097656,3600.588623,2008/10/13 11:00:00.89,3,201
8425,26,0.000000,0.000000,0.000000,3600.588623,2008/10/13 11:00:00.89,3,0
8426,27,100.000000,100.000000,356458.500000,3564.578613,2008/10/13 11:00:00.89,1,0
8427,28,100.000000,100.000000,357659.000000,3576.583984,2008/10/13 11:00:00.89,1,0
8428,1,6.801862,6.907607,24721.291016,3599.733154,2008/10/13 12:00:00.50,3,2300
8429,2,1.258869,1.565576,5014.602539,3599.733154,2008/10/13 12:00:00.50,3,2400
8430,3,0.000381,0.000381,1.373194,3599.733154,2008/10/13 12:00:00.50,3,0
8431,4,0.000000,29.553673,58291.375000,3599.733154,2008/10/13 12:00:00.50,3,3011
8432,5,2.926070,3.040513,10726.835938,3599.733154,2008/10/13 12:00:00.50,3,1231
8433,6,7.118029,7.143664,25661.951172,3599.733154,2008/10/13 12:00:00.50,3,5100
8434,7,7.009079,7.057145,25331.603516,3599.733154,2008/10/13 12:00:00.50,3,4023
8435,8,3.480253,3.637565,12832.032227,3599.733154,2008/10/13 12:00:00.50,3,2030
8436,9,3.487949,3.645569,12857.486328,3599.733154,2008/10/13 12:00:00.50,3,2130
8437,10,1.019894,1.022202,3671.479248,3599.733154,2008/10/13 12:00:00.50,3,1300
8438,11,2.219806,2.391852,8502.488281,3599.733154,2008/10/13 12:00:00.50,3,4015
8439,12,399.688690,486.485077,1604083.125000,3599.733154,2008/10/13 12:00:00.50,3,1443
8440,13,6.391699,6.415198,23041.617188,3599.733154,2008/10/13 12:00:00.50,3,4432
8441,14,0.000000,26.083773,42246.843750,3599.733154,2008/10/13 12:00:00.50,3,1500
8442,15,3.353628,3.601038,12524.849609,3599.733154,2008/10/13 12:00:00.50,3,642
8443,16,0.014954,0.021668,61.134689,3599.733154,2008/10/13 12:00:00.50,3,3817
8444,17,0.005646,0.011139,26.886387,3599.733154,2008/10/13 12:00:00.50,3,602
8445,18,27.969786,29.655910,103764.046875,3599.733154,2008/10/13 12:00:00.50,3,4314
8446,19,0.000000,2.104006,5512.765625,3599.733154,2008/10/13 12:00:00.50,3,2706
8447,20,-35.961617,1.831696,-101025.125000,3599.733154,2008/10/13 12:00:00.50,3,5027
8448,21,0.000000,26.781874,32054.789063,3599.733154,2008/10/13 12:00:00.51,3,2006
8449,22,2.941176,18.791485,20167.453125,3599.733154,2008/10/13 12:00:00.51,3,448
8450,23,0.000000,2.129427,5660.309570,3599.733154,2008/10/13 12:00:00.51,3,5506
8451,24,-114.100777,-52.389496,-322828.468750,3599.733154,2008/10/13 12:00:00.51,3,5633
8452,25,0.000000,25.809109,31128.373047,3599.733154,2008/10/13 12:00:00.51,3,5608
8453,26,0.000000,0.000000,0.000000,3599.733154,2008/10/13 12:00:00.51,3,0
8454,27,100.000000,100.000000,272356.500000,2723.562012,2008/10/13 12:00:00.51,1,0
8455,28,100.000000,100.000000,272356.500000,2723.562256,2008/10/13 12:00:00.51,1,0
8456,1,6.863813,7.113756,24955.277344,3600.570068,2008/10/13 13:00:00.96,3,5008
8457,2,0.599680,1.565576,5002.971680,3600.570068,2008/10/13 13:00:00.96,3,5753
8458,3,0.000381,0.000381,1.373513,3600.570068,2008/10/13 13:00:00.96,3,0
8459,4,0.000000,23.822384,65801.828125,3600.570068,2008/10/13 13:00:00.96,3,848
8460,5,2.916915,3.080186,10720.875000,3600.570068,2008/10/13 13:00:00.96,3,4951
8461,6,7.128710,7.158617,25733.548828,3600.570068,2008/10/13 13:00:00.96,3,3655
8462,7,6.937514,7.061418,25338.804688,3600.570068,2008/10/13 13:00:00.96,3,1259
8463,8,3.527970,3.807190,13019.811523,3600.570068,2008/10/13 13:00:00.96,3,5502
8464,9,3.539052,3.815810,13046.794922,3600.570068,2008/10/13 13:00:00.96,3,5532
8465,10,1.019894,1.020104,3672.316895,3600.570068,2008/10/13 13:00:00.96,3,0
8466,11,2.287327,2.451362,8688.006836,3600.570068,2008/10/13 13:00:00.96,3,2349
8467,12,386.718567,500.285339,1615473.000000,3600.570068,2008/10/13 13:00:00.96,3,225
8468,13,6.386359,6.416266,23028.974609,3600.570068,2008/10/13 13:00:00.96,3,2602
8469,14,0.000000,25.438314,49525.464844,3600.570068,2008/10/13 13:00:00.96,3,200
8470,15,3.434531,3.597681,12690.855469,3600.570068,2008/10/13 13:00:00.96,3,3825
8471,16,0.015564,0.021057,63.894936,3600.570068,2008/10/13 13:00:00.96,3,4200
8472,17,0.005646,0.013886,26.523493,3600.570068,2008/10/13 13:00:00.96,3,5302
8473,18,27.962156,29.747463,103474.921875,3600.570068,2008/10/13 13:00:00.96,3,2649
8474,19,0.000000,2.040452,5047.278320,3600.570068,2008/10/13 13:00:00.96,3,2639
8475,20,-37.445530,-2.357254,-101633.906250,3600.570068,2008/10/13 13:00:00.96,3,227
8476,21,0.000000,26.681164,32007.865234,3600.570068,2008/10/13 13:00:00.96,3,1439
8477,22,2.388037,36.633099,19909.638672,3600.570068,2008/10/13 13:00:00.96,3,5157
8478,23,0.000000,2.129427,5412.438965,3600.570068,2008/10/13 13:00:00.96,3,138
8479,24,-101.564590,-47.125687,-317580.187500,3600.570068,2008/10/13 13:00:00.96,3,2009
8480,25,0.000000,26.745251,30211.761719,3600.570068,2008/10/13 13:00:00.96,3,820
8481,26,0.000000,0.000000,0.000000,3600.570068,2008/10/13 13:00:00.96,3,0
8482,27,100.000000,100.000000,262843.000000,2628.428467,2008/10/13 13:00:00.96,1,0
8483,28,100.000000,100.000000,294048.000000,2940.477295,2008/10/13 13:00:00.96,1,0
8484,1,6.874495,7.075303,24999.455078,3599.624023,2008/10/13 14:00:00.46,3,53
8485,2,1.176471,1.704433,4953.726563,3599.624023,2008/10/13 14:00:00.46,3,1000
8486,3,0.000381,0.000381,1.373152,3599.624023,2008/10/13 14:00:00.46,3,0
8487,4,0.000000,29.507896,42309.714844,3599.624023,2008/10/13 14:00:00.46,3,5300
8488,5,2.921492,3.038987,10748.857422,3599.624023,2008/10/13 14:00:00.46,3,2813
8489,6,7.138323,7.191730,25816.074219,3599.624023,2008/10/13 14:00:00.46,3,1900
8490,7,6.937514,7.132982,25498.039063,3599.624023,2008/10/13 14:00:00.46,3,600
8491,8,3.457164,3.699135,12841.575195,3599.624023,2008/10/13 14:00:00.46,3,11
8492,9,3.469478,3.701290,12870.807617,3599.624023,2008/10/13 14:00:00.46,3,12
8493,10,1.019894,1.022202,3671.928467,3599.624023,2008/10/13 14:00:00.46,3,2600
8494,11,2.410925,2.501335,8872.313477,3599.624023,2008/10/13 14:00:00.46,3,5734
8495,12,393.566803,503.657593,1614437.125000,3599.624023,2008/10/13 14:00:00.46,3,3656
8496,13,6.376745,6.401312,22985.632813,3599.624023,2008/10/13 14:00:00.46,3,5750
8497,14,0.000000,24.618906,42304.378906,3599.624023,2008/10/13 14:00:00.46,3,3809
8498,15,3.405997,3.601038,12621.809570,3599.624023,2008/10/13 14:00:00.46,3,2356
8499,16,0.015564,0.020447,61.936790,3599.624023,2008/10/13 14:00:00.46,3,19
8500,17,0.005646,0.012360,27.166447,3599.624023,2008/10/13 14:00:00.46,3,4702
8501,18,27.985044,29.762722,104180.687500,3599.624023,2008/10/13 14:00:00.46,3,5636
8502,19,0.000000,2.238590,5074.182129,3599.624023,2008/10/13 14:00:00.46,3,3924
8503,20,-47.307343,0.873344,-99269.351563,3599.624023,2008/10/13 14:00:00.46,3,43
8504,21,0.000000,25.928129,28402.822266,3599.624023,2008/10/13 14:00:00.46,3,1213
8505,22,2.502480,16.376745,16826.279297,3599.624023,2008/10/13 14:00:00.46,3,4600
8506,23,0.000000,2.101015,5114.138672,3599.624023,2008/10/13 14:00:00.46,3,4324
8507,24,-102.557327,-53.243698,-316986.187500,3599.624023,2008/10/13 14:00:00.46,3,607
8508,25,0.000000,27.104601,27788.691406,3599.624023,2008/10/13 14:00:00.46,3,5524
8509,26,0.000000,0.000000,0.000000,3599.624023,2008/10/13 14:00:00.46,3,0
8510,27,100.000000,100.000000,238743.500000,2387.433594,2008/10/13 14:00:00.46,1,0
8511,28,100.000000,100.000000,245946.000000,2459.458252,2008/10/13 14:00:00.46,1,0
8512,1,6.854200,6.917220,24784.843750,3600.574707,2008/10/13 15:00:00.92,3,2719
8513,2,1.286336,1.565576,5123.161133,3600.574707,2008/10/13 15:00:00.92,3,2820
8514,3,0.000381,0.000381,1.373515,3600.574707,2008/10/13 15:00:00.92,3,0
8515,4,0.000000,29.352253,55045.808594,3600.574707,2008/10/13 15:00:00.92,3,4317
8516,5,2.919966,3.078660,10731.353516,3600.574707,2008/10/13 15:00:00.92,3,2144
8517,6,7.147936,7.172503,25775.527344,3600.574707,2008/10/13 15:00:00.92,3,29
8518,7,7.046464,7.090258,25466.503906,3600.574707,2008/10/13 15:00:00.92,3,133
8519,8,3.495645,3.628329,12876.153320,3600.574707,2008/10/13 15:00:00.92,3,1843
8520,9,3.505189,3.637872,12905.672852,3600.574707,2008/10/13 15:00:00.92,3,1843
8521,10,1.019894,1.022202,3674.043945,3600.574707,2008/10/13 15:00:00.92,3,4500
8522,11,2.451362,2.501335,8940.704102,3600.574707,2008/10/13 15:00:00.92,3,19
8523,12,381.115417,491.984436,1608242.875000,3600.574707,2008/10/13 15:00:00.92,3,2646
8524,13,6.372473,6.391699,22983.609375,3600.574707,2008/10/13 15:00:00.92,3,42
8525,14,0.000000,25.104143,28832.705078,3600.574707,2008/10/13 15:00:00.92,3,2700
8526,15,3.432853,3.601038,12726.131836,3600.574707,2008/10/13 15:00:00.92,3,1246
8527,16,0.015564,0.021057,62.903645,3600.574707,2008/10/13 15:00:00.92,3,8
8528,17,0.007019,0.011139,28.805103,3600.574707,2008/10/13 15:00:00.92,3,601
8529,18,27.977415,29.755093,104045.625000,3600.574707,2008/10/13 15:00:00.92,3,4726
8530,19,0.000000,2.059144,4971.415527,3600.574707,2008/10/13 15:00:00.92,3,2812
8531,20,-46.859074,-3.872078,-98916.125000,3600.574707,2008/10/13 15:00:00.92,3,157
8532,21,0.000000,27.173267,27774.814453,3600.574707,2008/10/13 15:00:00.92,3,102
8533,22,2.689403,24.567026,20145.517578,3600.574707,2008/10/13 15:00:00.92,3,4731
8534,23,0.000000,2.111483,4785.367188,3600.574707,2008/10/13 15:00:00.92,3,1012
8535,24,-101.033592,-44.701569,-320809.718750,3600.574707,2008/10/13 15:00:00.92,3,3808
8536,25,0.000000,27.443350,29033.455078,3600.574707,2008/10/13 15:00:00.92,3,5013
8537,26,0.000000,0.000000,0.000000,3600.574707,2008/10/13 15:00:00.92,3,0
8538,27,100.000000,100.000000,268844.000000,2688.438232,2008/10/13 15:00:00.92,1,0
8539,28,100.000000,100.000000,242439.500000,2424.394043,2008/10/13 15:00:00.92,1,0
8540,1,6.820020,7.046464,24915.738281,3599.633789,2008/10/13 16:00:00.43,3,2210
8541,2,1.258869,1.510643,4915.021484,3599.633789,2008/10/13 16:00:00.43,3,2707
8542,3,0.000381,0.000381,1.373156,3599.633789,2008/10/13 16:00:00.43,3,0
8543,4,0.000000,29.727627,39806.894531,3599.633789,2008/10/13 16:00:00.43,3,3105
8544,5,2.913863,3.087816,10757.784180,3599.633789,2008/10/13 16:00:00.43,3,5132
8545,6,7.137255,7.167162,25754.927734,3599.633789,2008/10/13 16:00:00.43,3,3622
8546,7,7.042192,7.109484,25494.994141,3599.633789,2008/10/13 16:00:00.44,3,4119
8547,8,3.461782,3.652957,12921.055664,3599.633789,2008/10/13 16:00:00.44,3,631
8548,9,3.481792,3.659730,12950.257813,3599.633789,2008/10/13 16:00:00.44,3,2030
8549,10,1.020104,1.023251,3680.389404,3599.633789,2008/10/13 16:00:00.44,3,1714
8550,11,2.451362,2.492180,8905.657227,3599.633789,2008/10/13 16:00:00.44,3,8
8551,12,404.721130,493.281464,1608554.250000,3599.633789,2008/10/13 16:00:00.44,3,1433
8552,13,6.359655,6.377813,22932.716797,3599.633789,2008/10/13 16:00:00.44,3,33
8553,14,0.000000,25.539024,27314.535156,3599.633789,2008/10/13 16:00:00.44,3,1400
8554,15,3.411032,3.601038,12723.996094,3599.633789,2008/10/13 16:00:00.44,3,32
8555,16,0.014801,0.019074,60.506519,3599.633789,2008/10/13 16:00:00.44,3,2544
8556,17,0.007019,0.013733,33.012711,3599.633789,2008/10/13 16:00:00.44,3,2450
8557,18,27.954527,29.671169,103715.242188,3599.633789,2008/10/13 16:00:00.44,3,3314
8558,19,0.000000,2.189990,3753.572754,3599.633789,2008/10/13 16:00:00.44,3,1600
8559,20,-38.048363,1.677124,-94296.414063,3599.633789,2008/10/13 16:00:00.44,3,1927
8560,21,0.000000,23.076220,20626.574219,3599.633789,2008/10/13 16:00:00.44,3,3800
8561,22,3.475242,20.626383,22700.771484,3599.633789,2008/10/13 16:00:00.44,3,48
8562,23,0.000000,2.163073,3853.263428,3599.633789,2008/10/13 16:00:00.44,3,1600
8563,24,-115.532166,-49.896103,-311067.531250,3599.633789,2008/10/13 16:00:00.44,3,4545
8564,25,0.000000,23.364614,20072.238281,3599.633789,2008/10/13 16:00:00.44,3,3200
8565,26,0.000000,0.000000,0.000000,3599.633789,2008/10/13 16:00:00.44,3,0
8566,27,100.000000,100.000000,174434.000000,1744.340332,2008/10/13 16:00:00.44,1,0
8567,28,100.000000,100.000000,177734.000000,1777.340332,2008/10/13 16:00:00.44,1,0
8568,1,6.829633,7.012283,24883.636719,3600.540039,2008/10/13 17:00:00.85,3,1554
8569,2,1.286336,1.565576,4969.903809,3600.540039,2008/10/13 17:00:00.85,3,1600
8570,3,0.000381,0.000381,1.373501,3600.540039,2008/10/13 17:00:00.85,3,0
8571,4,0.000000,29.686426,38225.269531,3600.540039,2008/10/13 17:00:00.85,3,2300
8572,5,2.915389,3.035935,10756.950195,3600.540039,2008/10/13 17:00:00.85,3,1724
8573,6,7.146868,7.176775,25787.867188,3600.540039,2008/10/13 17:00:00.85,3,4212
8574,7,7.061418,7.109484,25517.980469,3600.540039,2008/10/13 17:00:00.85,3,2656
8575,8,3.480253,3.648339,12932.458984,3600.540039,2008/10/13 17:00:00.85,3,4822
8576,9,3.489488,3.654804,12959.031250,3600.540039,2008/10/13 17:00:00.85,3,4922
8577,10,1.021992,1.023251,3683.437012,3600.540039,2008/10/13 17:00:00.85,3,2
8578,11,2.410925,2.470054,8814.535156,3600.540039,2008/10/13 17:00:00.86,3,704
8579,12,386.874207,503.501953,1612361.000000,3600.540039,2008/10/13 17:00:00.86,3,625
8580,13,6.362860,6.377813,22929.966797,3600.540039,2008/10/13 17:00:00.86,3,2507
8581,14,0.000000,26.047150,32904.414063,3600.540039,2008/10/13 17:00:00.86,3,5500
8582,15,3.412711,3.601038,12724.438477,3600.540039,2008/10/13 17:00:00.86,3,4124
8583,16,0.014954,0.019684,60.647736,3600.540039,2008/10/13 17:00:00.86,3,4239
8584,17,0.007019,0.013733,31.854393,3600.540039,2008/10/13 17:00:00.86,3,3600
8585,18,27.962156,29.663540,103436.757813,3600.540039,2008/10/13 17:00:00.86,3,2506
8586,19,0.000000,2.181018,3926.136230,3600.540039,2008/10/13 17:00:00.86,3,900
8587,20,-43.365707,-4.227600,-95808.507813,3600.540039,2008/10/13 17:00:00.86,3,1232
8588,21,0.000000,25.040056,22372.832031,3600.540039,2008/10/13 17:00:00.86,3,1900
8589,22,2.849622,22.449837,20902.591797,3600.540039,2008/10/13 17:00:00.86,3,3553
8590,23,0.000000,2.099519,4079.378662,3600.540039,2008/10/13 17:00:00.86,3,3600
8591,24,-100.618034,-46.086777,-308675.562500,3600.540039,2008/10/13 17:00:00.86,3,1326
8592,25,0.000000,26.633097,19430.851563,3600.540039,2008/10/13 17:00:00.86,3,1300
8593,26,0.000000,0.000000,0.000000,3600.540039,2008/10/13 17:00:00.86,3,0
8594,27,100.000000,100.000000,168024.500000,1680.245239,2008/10/13 17:00:00.86,1,1313
8595,28,100.000000,100.000000,201430.500000,2014.305298,2008/10/13 17:00:00.86,1,1212
8596,1,6.757000,7.017624,24648.896484,3599.569580,2008/10/13 18:00:00.31,3,5439
8597,2,1.258869,1.538110,4927.262207,3599.569580,2008/10/13 18:00:00.31,3,5836
8598,3,0.000381,0.000381,1.373131,3599.569580,2008/10/13 18:00:00.31,3,0
8599,4,0.000000,29.526207,36434.054688,3599.569580,2008/10/13 18:00:00.31,3,1233
8600,5,2.919966,3.060349,10761.428711,3599.569580,2008/10/13 18:00:00.31,3,3013
8601,6,7.142596,7.176775,25765.826172,3599.569580,2008/10/13 18:00:00.31,3,2151
8602,7,7.057145,7.104143,25473.132813,3599.569580,2008/10/13 18:00:00.31,3,2238
8603,8,3.481792,3.667118,12957.033203,3599.569580,2008/10/13 18:00:00.31,3,3512
8604,9,3.494414,3.673583,12984.670898,3599.569580,2008/10/13 18:00:00.31,3,3712
8605,10,1.023041,1.023251,3682.549561,3599.569580,2008/10/13 18:00:00.31,3,0
8606,11,2.391852,2.470054,8758.949219,3599.569580,2008/10/13 18:00:00.31,3,941
8607,12,387.444885,505.265869,1615193.000000,3599.569580,2008/10/13 18:00:00.31,3,4714
8608,13,6.362860,6.373541,22927.566406,3599.569580,2008/10/13 18:00:00.31,3,1503
8609,14,0.000000,25.626001,39890.152344,3599.569580,2008/10/13 18:00:00.31,3,4714
8610,15,3.441245,3.602716,12718.412109,3599.569580,2008/10/13 18:00:00.31,3,2814
8611,16,0.015564,0.025177,64.098236,3599.569580,2008/10/13 18:00:00.31,3,1700
8612,17,0.006409,0.012360,31.399761,3599.569580,2008/10/13 18:00:00.31,3,5955
8613,18,27.954527,29.747463,103743.687500,3599.569580,2008/10/13 18:00:00.31,3,1546
8614,19,0.000000,2.115221,4256.721680,3599.569580,2008/10/13 18:00:00.32,3,4928
8615,20,-49.409546,-3.547470,-96047.296875,3599.569580,2008/10/13 18:00:00.32,3,5319
8616,21,0.000000,24.264133,22963.056641,3599.569580,2008/10/13 18:00:00.32,3,628
8617,22,3.082323,21.427481,17068.675781,3599.569580,2008/10/13 18:00:00.32,3,5702
8618,23,0.000000,2.175036,4479.205566,3599.569580,2008/10/13 18:00:00.32,3,4928
8619,24,-101.218292,-45.532684,-310588.125000,3599.569580,2008/10/13 18:00:00.32,3,53
8620,25,0.000000,26.296635,24474.822266,3599.569580,2008/10/13 18:00:00.32,3,5200
8621,26,0.000000,0.000000,0.000000,3599.569580,2008/10/13 18:00:00.32,3,0
8622,27,100.000000,100.000000,207033.000000,2070.330322,2008/10/13 18:00:00.32,1,0
8623,28,100.000000,100.000000,208734.500000,2087.345215,2008/10/13 18:00:00.32,1,0
8624,1,6.830701,6.984512,24799.470703,3600.604492,2008/10/13 19:00:00.79,3,59
8625,2,1.258869,1.538110,5034.911621,3600.604492,2008/10/13 19:00:00.79,3,3804
8626,3,0.000381,0.000381,1.373526,3600.604492,2008/10/13 19:00:00.79,3,0
8627,4,0.000000,29.521629,52742.390625,3600.604492,2008/10/13 19:00:00.79,3,426
8628,5,2.910811,3.034409,10713.930664,3600.604492,2008/10/13 19:00:00.79,3,2705
8629,6,7.143664,7.172503,25779.974609,3600.604492,2008/10/13 19:00:00.80,3,1400
8630,7,7.065690,7.109484,25522.996094,3600.604492,2008/10/13 19:00:00.80,3,1140
8631,8,3.469478,3.646800,12854.182617,3600.604492,2008/10/13 19:00:00.80,3,2604
8632,9,3.486410,3.654804,12883.115234,3600.604492,2008/10/13 19:00:00.80,3,2804
8633,10,1.023041,1.023251,3683.586426,3600.604492,2008/10/13 19:00:00.80,3,0
8634,11,2.332341,2.451362,8694.526367,3600.604492,2008/10/13 19:00:00.80,3,437
8635,12,383.813202,493.592743,1612804.875000,3600.604492,2008/10/13 19:00:00.80,3,3657
8636,13,6.363928,6.406653,22947.417969,3600.604492,2008/10/13 19:00:00.80,3,5800
8637,14,0.000000,25.648890,38560.199219,3600.604492,2008/10/13 19:00:00.80,3,3706
8638,15,3.407675,3.601038,12660.282227,3600.604492,2008/10/13 19:00:00.80,3,2204
8639,16,0.014801,0.019684,61.012077,3600.604492,2008/10/13 19:00:00.80,3,435
8640,17,0.006409,0.011749,29.149849,3600.604492,2008/10/13 19:00:00.80,3,4707
8641,18,27.946898,29.678799,104148.398438,3600.604492,2008/10/13 19:00:00.80,3,5836
8642,19,0.000000,2.065873,4870.333008,3600.604492,2008/10/13 19:00:00.80,3,5922
8643,20,-43.875801,-5.015923,-99072.992188,3600.604492,2008/10/13 19:00:00.80,3,5406
8644,21,0.000000,23.218128,27447.560547,3600.604492,2008/10/13 19:00:00.80,3,1822
8645,22,3.097581,24.311438,19989.388672,3600.604492,2008/10/13 19:00:00.80,3,4557
8646,23,0.000000,2.103258,4694.251953,3600.604492,2008/10/13 19:00:00.80,3,721
8647,24,-110.799355,-54.190277,-323157.437500,3600.604492,2008/10/13 19:00:00.80,3,4849
8648,25,0.000000,23.653009,28849.458984,3600.604492,2008/10/13 19:00:00.80,3,1122
8649,26,0.000000,0.000000,0.000000,3600.604492,2008/10/13 19:00:00.80,3,0
8650,27,100.000000,100.000000,268845.500000,2688.453125,2008/10/13 19:00:00.80,1,0
8651,28,100.000000,100.000000,237639.000000,2376.389404,2008/10/13 19:00:00.80,1,0
8652,1,6.748455,6.959945,24563.445313,3599.598389,2008/10/13 20:00:00.28,3,2716
8653,2,1.258869,1.510643,5027.046875,3599.598389,2008/10/13 20:00:00.28,3,2821
8654,3,0.000381,0.000381,1.373143,3599.598389,2008/10/13 20:00:00.28,3,0
8655,4,0.000000,29.393454,52737.738281,3599.598389,2008/10/13 20:00:00.28,3,4415
8656,5,2.915389,3.035935,10708.176758,3599.598389,2008/10/13 20:00:00.28,3,1645
8657,6,7.142596,7.167162,25752.974609,3599.598389,2008/10/13 20:00:00.28,3,29
8658,7,7.056077,7.099871,25482.175781,3599.598389,2008/10/13 20:00:00.28,3,228
8659,8,3.477174,3.648339,12905.659180,3599.598389,2008/10/13 20:00:00.28,3,1843
8660,9,3.492567,3.654804,12934.369141,3599.598389,2008/10/13 20:00:00.28,3,1744
8661,10,1.023041,1.024090,3682.475586,3599.598389,2008/10/13 20:00:00.28,3,1800
8662,11,2.382696,2.432670,8667.517578,3599.598389,2008/10/13 20:00:00.28,3,422
8663,12,398.339813,490.376160,1608510.750000,3599.598389,2008/10/13 20:00:00.28,3,2745
8664,13,6.372473,6.397040,22966.435547,3599.598389,2008/10/13 20:00:00.28,3,38
8665,14,0.000000,24.916458,26478.240234,3599.598389,2008/10/13 20:00:00.28,3,2700
8666,15,3.447959,3.601038,12754.137695,3599.598389,2008/10/13 20:00:00.28,3,1145
8667,16,0.015564,0.022431,61.015808,3599.598389,2008/10/13 20:00:00.28,3,516
8668,17,0.006256,0.010529,28.745396,3599.598389,2008/10/13 20:00:00.28,3,1138
8669,18,27.985044,29.770351,104056.515625,3599.598389,2008/10/13 20:00:00.28,3,4526
8670,19,0.000000,2.073350,4241.414551,3599.598389,2008/10/13 20:00:00.28,3,4511
8671,20,-44.231323,0.069557,-99003.046875,3599.598389,2008/10/13 20:00:00.28,3,651
8672,21,0.000000,25.735867,26461.820313,3599.598389,2008/10/13 20:00:00.28,3,3811
8673,22,2.727550,18.902115,18544.560547,3599.598389,2008/10/13 20:00:00.28,3,4239
8674,23,0.000000,2.133166,4600.173828,3599.598389,2008/10/13 20:00:00.28,3,2911
8675,24,-115.763031,-47.587418,-313582.125000,3599.598389,2008/10/13 20:00:00.28,3,4401
8676,25,0.000000,27.841612,25100.193359,3599.598389,2008/10/13 20:00:00.28,3,4411
8677,26,0.000000,0.000000,0.000000,3599.598389,2008/10/13 20:00:00.28,3,0
8678,27,100.000000,100.000000,215439.500000,2154.395020,2008/10/13 20:00:00.28,1,0
8679,28,100.000000,100.000000,247545.000000,2475.447754,2008/10/13 20:00:00.28,1,0
8680,1,6.752728,7.002670,24829.863281,3600.599609,2008/10/13 21:00:00.76,3,2605
8681,2,1.258869,1.565576,4870.209473,3600.599609,2008/10/13 21:00:00.76,3,2804
8682,3,0.000381,0.000381,1.373524,3600.599609,2008/10/13 21:00:00.76,3,0
8683,4,0.000000,29.617762,36485.257813,3600.599609,2008/10/13 21:00:00.76,3,3402
8684,5,2.907759,3.031357,10746.963867,3600.599609,2008/10/13 21:00:00.76,3,335
