Sequence,Value 1,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8
9843,16,0.015564,0.021057,61.319592,3600.628418,2008/10/15 14:00:00.92,3,4601
9844,17,0.008392,0.017243,37.872910,3600.628418,2008/10/15 14:00:00.92,3,226
9845,18,27.985044,29.739834,104102.648438,3600.628418,2008/10/15 14:00:00.92,3,4123
9846,19,0.000000,2.171298,4659.159180,3600.628418,2008/10/15 14:00:00.92,3,2509
9847,20,-36.085274,-2.403625,-98805.804688,3600.628418,2008/10/15 14:00:00.92,3,2936
9848,21,0.000000,27.251087,25657.150391,3600.628418,2008/10/15 14:00:00.92,3,2909
9849,22,3.055619,18.051424,22450.283203,3600.628418,2008/10/15 14:00:00.92,3,137
9850,23,0.000000,2.311116,4759.159180,3600.628418,2008/10/15 14:00:00.92,3,2509
9851,24,-114.862648,-46.687027,-315869.906250,3600.628418,2008/10/15 14:00:00.92,3,3030
9852,25,0.000000,25.449759,25277.335938,3600.628418,2008/10/15 14:00:00.92,3,404
9853,26,0.000000,0.000000,0.000000,3600.628418,2008/10/15 14:00:00.92,3,0
9854,27,100.000000,100.000000,219838.000000,2198.379883,2008/10/15 14:00:00.92,1,0
9855,28,100.000000,100.000000,223138.500000,2231.384766,2008/10/15 14:00:00.92,1,0
9856,1,6.844587,7.056077,24985.972656,3599.644531,2008/10/15 15:00:00.45,3,1903
9857,2,1.258869,1.675441,5002.434570,3599.644531,2008/10/15 15:00:00.45,3,3314
9858,3,0.000381,0.000381,1.373160,3599.644531,2008/10/15 15:00:00.45,3,0
9859,4,0.000000,29.750515,37078.562500,3599.644531,2008/10/15 15:00:00.45,3,3802
9860,5,2.961166,3.096971,10927.341797,3599.644531,2008/10/15 15:00:00.45,3,1039
9861,6,7.171435,7.205616,25869.736328,3599.644531,2008/10/15 15:00:00.45,3,4825
9862,7,7.071031,7.146868,25589.404297,3599.644531,2008/10/15 15:00:00.45,3,4310
9863,8,3.467939,3.663732,12955.624023,3599.644531,2008/10/15 15:00:00.45,3,738
9864,9,3.477174,3.670505,12983.851563,3599.644531,2008/10/15 15:00:00.45,3,338
9865,10,1.023041,1.023251,3682.701660,3599.644531,2008/10/15 15:00:00.45,3,100
9866,11,2.110323,2.291905,8104.806152,3599.644531,2008/10/15 15:00:00.45,3,22
9867,12,394.604431,494.319061,1607297.500000,3599.644531,2008/10/15 15:00:00.45,3,2146
9868,13,6.382086,7.629664,24489.900391,3599.644531,2008/10/15 15:00:00.45,3,3529
9869,14,0.000000,20.952164,30432.218750,3599.644531,2008/10/15 15:00:00.45,3,2700
9870,15,3.447959,3.601038,12735.080078,3599.644531,2008/10/15 15:00:00.45,3,142
9871,16,0.014954,0.021057,63.120739,3599.644531,2008/10/15 15:00:00.45,3,3239
9872,17,0.007630,0.015106,35.203686,3599.644531,2008/10/15 15:00:00.45,3,4918
9873,18,27.977415,29.678799,103645.625000,3599.644531,2008/10/15 15:00:00.45,3,4621
9874,19,0.000000,2.130175,4216.538086,3599.644531,2008/10/15 15:00:00.45,3,3200
9875,20,-39.980537,0.208672,-94149.218750,3599.644531,2008/10/15 15:00:00.45,3,3327
9876,21,0.000000,27.541771,23244.677734,3599.644531,2008/10/15 15:00:00.45,3,5700
9877,22,2.433814,20.035095,16308.613281,3599.644531,2008/10/15 15:00:00.45,3,3113
9878,23,0.000000,2.231861,4233.223633,3599.644531,2008/10/15 15:00:00.45,3,2300
9879,24,-108.998573,-52.666534,-312662.218750,3599.644531,2008/10/15 15:00:00.45,3,5140
9880,25,0.000000,26.385900,22160.554688,3599.644531,2008/10/15 15:00:00.45,3,5100
9881,26,0.000000,0.000000,0.000000,3599.644531,2008/10/15 15:00:00.45,3,0
9882,27,100.000000,100.000000,191731.000000,1917.310303,2008/10/15 15:00:00.45,1,2727
9883,28,100.000000,100.000000,196833.000000,1968.330322,2008/10/15 15:00:00.45,1,2626
9884,1,6.796521,6.983444,24712.535156,3600.598877,2008/10/15 16:00:00.92,3,5956
9885,2,1.176471,1.593042,4920.875977,3600.598877,2008/10/15 16:00:00.92,3,2056
9886,3,0.000381,0.000381,1.373524,3600.598877,2008/10/15 16:00:00.92,3,0
9887,4,0.000000,28.949417,47481.113281,3600.598877,2008/10/15 16:00:00.92,3,2705
9888,5,2.976425,3.105821,10911.301758,3600.598877,2008/10/15 16:00:00.92,3,1643
9889,6,7.181048,7.201343,25890.257813,3600.598877,2008/10/15 16:00:00.92,3,215
9890,7,7.090258,7.124437,25609.117188,3600.598877,2008/10/15 16:00:00.93,3,5059
9891,8,3.529509,3.772095,12967.195313,3600.598877,2008/10/15 16:00:00.93,3,5949
9892,9,3.534435,3.781947,12999.033203,3600.598877,2008/10/15 16:00:00.93,3,5949
9893,10,1.023041,1.023251,3683.707275,3600.598877,2008/10/15 16:00:00.93,3,0
9894,11,2.132448,2.201114,7856.330566,3600.598877,2008/10/15 16:00:00.93,3,19
9895,12,411.569397,485.395599,1609729.250000,3600.598877,2008/10/15 16:00:00.93,3,1842
9896,13,6.961013,7.176775,25529.544922,3600.598877,2008/10/15 16:00:00.93,3,4355
9897,14,0.000000,20.979630,29492.283203,3600.598877,2008/10/15 16:00:00.93,3,1800
9898,15,3.505028,3.601038,12854.083984,3600.598877,2008/10/15 16:00:00.93,3,4941
9899,16,0.014954,0.020447,61.679970,3600.598877,2008/10/15 16:00:00.93,3,3734
9900,17,0.008392,0.015106,36.602207,3600.598877,2008/10/15 16:00:00.93,3,3607
9901,18,27.962156,29.739834,103844.398438,3600.598877,2008/10/15 16:00:00.93,3,4318
9902,19,0.000000,2.118959,3076.132080,3600.598877,2008/10/15 16:00:00.93,3,3500
9903,20,-48.389355,-5.015923,-94328.507813,3600.598877,2008/10/15 16:00:00.93,3,3738
9904,21,0.000000,23.499657,19615.419922,3600.598877,2008/10/15 16:00:00.93,3,3700
9905,22,1.583124,14.583810,15509.731445,3600.598877,2008/10/15 16:00:00.93,3,2115
9906,23,0.000000,2.109987,3035.081055,3600.598877,2008/10/15 16:00:00.93,3,3300
9907,24,-97.870689,-51.258240,-310674.000000,3600.598877,2008/10/15 16:00:00.93,3,3144
9908,25,0.000000,24.470131,19282.060547,3600.598877,2008/10/15 16:00:00.93,3,3100
9909,26,0.000000,0.000000,0.000000,3600.598877,2008/10/15 16:00:00.93,3,0
9910,27,100.000000,100.000000,185132.500000,1851.325317,2008/10/15 16:00:00.93,1,0
9911,28,100.000000,100.000000,184833.000000,1848.330322,2008/10/15 16:00:00.93,1,1919
9912,1,6.834974,7.008011,24967.648438,3599.589355,2008/10/15 17:00:00.40,3,159
9913,2,1.094072,1.483177,4626.713867,3599.589355,2008/10/15 17:00:00.40,3,3200
9914,3,0.000381,0.000381,1.373139,3599.589355,2008/10/15 17:00:00.40,3,0
9915,4,0.000000,29.832914,32979.640625,3599.589355,2008/10/15 17:00:00.40,3,3700
9916,5,2.955062,3.113756,10912.192383,3599.589355,2008/10/15 17:00:00.40,3,38
9917,6,7.157549,7.224842,25878.722656,3599.589355,2008/10/15 17:00:00.40,3,4519
9918,7,6.985580,7.204547,25567.421875,3599.589355,2008/10/15 17:00:00.40,3,3008
9919,8,3.480253,3.779484,13150.247070,3599.589355,2008/10/15 17:00:00.40,3,37
9920,9,3.489488,3.786564,13176.237305,3599.589355,2008/10/15 17:00:00.40,3,37
9921,10,1.023041,1.023251,3682.622803,3599.589355,2008/10/15 17:00:00.41,3,0
9922,11,2.132067,2.201114,7817.384766,3599.589355,2008/10/15 17:00:00.41,3,3915
9923,12,400.518829,483.891052,1608481.625000,3599.589355,2008/10/15 17:00:00.41,3,1539
9924,13,6.635233,7.022964,24397.574219,3599.589355,2008/10/15 17:00:00.41,3,58
9925,14,0.000000,22.201876,29327.050781,3599.589355,2008/10/15 17:00:00.41,3,1600
9926,15,3.442924,3.596002,12728.412109,3599.589355,2008/10/15 17:00:00.41,3,36
9927,16,0.015564,0.019684,60.600239,3599.589355,2008/10/15 17:00:00.41,3,3901
9928,17,0.008392,0.013733,35.170704,3599.589355,2008/10/15 17:00:00.41,3,4411
9929,18,27.985044,29.648281,103789.039063,3599.589355,2008/10/15 17:00:00.41,3,3915
9930,19,0.000000,2.169055,4155.614746,3599.589355,2008/10/15 17:00:00.41,3,1700
9931,20,-35.915245,0.935173,-91752.335938,3599.589355,2008/10/15 17:00:00.41,3,5140
9932,21,0.000000,25.779354,22608.910156,3599.589355,2008/10/15 17:00:00.41,3,2100
9933,22,2.300297,23.640039,20058.304688,3599.589355,2008/10/15 17:00:00.41,3,4418
9934,23,0.000000,2.120455,4016.513428,3599.589355,2008/10/15 17:00:00.41,3,3800
9935,24,-114.608688,-51.004288,-309730.468750,3599.589355,2008/10/15 17:00:00.41,3,2234
9936,25,0.000000,23.408104,21509.859375,3599.589355,2008/10/15 17:00:00.41,3,2200
9937,26,0.000000,0.000000,0.000000,3599.589355,2008/10/15 17:00:00.41,3,0
9938,27,100.000000,100.000000,188432.500000,1884.325317,2008/10/15 17:00:00.41,1,2121
9939,28,100.000000,100.000000,189632.000000,1896.320313,2008/10/15 17:00:00.41,1,2121
9940,1,6.781567,6.873426,24564.177734,3600.558838,2008/10/15 18:00:00.84,3,5916
9941,2,1.231403,1.538110,4876.752441,3600.558838,2008/10/15 18:00:00.84,3,5907
9942,3,0.000381,0.000381,1.373509,3600.558838,2008/10/15 18:00:00.84,3,0
9943,4,0.000000,29.695581,40748.457031,3600.558838,2008/10/15 18:00:00.84,3,3200
9944,5,2.950485,3.090868,10881.631836,3600.558838,2008/10/15 18:00:00.84,3,632
9945,6,7.194934,7.215229,25949.376953,3600.558838,2008/10/15 18:00:00.85,3,25
9946,7,7.080644,7.137255,25612.849609,3600.558838,2008/10/15 18:00:00.85,3,3419
9947,8,3.469478,3.665271,12943.440430,3600.558838,2008/10/15 18:00:00.85,3,2131
9948,9,3.477482,3.673583,12971.234375,3600.558838,2008/10/15 18:00:00.85,3,2131
9949,10,1.023041,1.023251,3683.479248,3600.558838,2008/10/15 18:00:00.85,3,0
9950,11,2.132067,2.182421,7758.069824,3600.558838,2008/10/15 18:00:00.85,3,3211
9951,12,392.321686,479.429291,1610057.625000,3600.558838,2008/10/15 18:00:00.85,3,1440
9952,13,6.597848,6.874495,24121.845703,3600.558838,2008/10/15 18:00:00.85,3,4059
9953,14,0.000000,21.039141,30783.863281,3600.558838,2008/10/15 18:00:00.85,3,1500
9954,15,3.437888,3.602716,12715.253906,3600.558838,2008/10/15 18:00:00.85,3,5440
9955,16,0.014954,0.019684,60.701817,3600.558838,2008/10/15 18:00:00.85,3,3807
9956,17,0.007630,0.013123,32.434750,3600.558838,2008/10/15 18:00:00.85,3,4313
9957,18,27.962156,29.648281,103807.414063,3600.558838,2008/10/15 18:00:00.85,3,4115
9958,19,0.000000,2.092042,4258.321289,3600.558838,2008/10/15 18:00:00.85,3,2200
9959,20,-41.989998,-2.480911,-95557.679688,3600.558838,2008/10/15 18:00:00.85,3,2028
9960,21,0.000000,23.749142,24155.023438,3600.558838,2008/10/15 18:00:00.85,3,2700
9961,22,1.895933,17.402914,15964.448242,3600.558838,2008/10/15 18:00:00.85,3,3116
9962,23,0.000000,2.156344,4238.280762,3600.558838,2008/10/15 18:00:00.85,3,2700
9963,24,-106.320488,-54.051758,-314015.593750,3600.558838,2008/10/15 18:00:00.85,3,2146
9964,25,0.000000,23.852140,23195.472656,3600.558838,2008/10/15 18:00:00.85,3,2100
9965,26,0.000000,0.000000,0.000000,3600.558838,2008/10/15 18:00:00.85,3,0
9966,27,100.000000,100.000000,201633.000000,2016.330322,2008/10/15 18:00:00.85,1,2121
9967,28,100.000000,100.000000,205234.000000,2052.340332,2008/10/15 18:00:00.85,1,2020
9968,1,6.825361,6.998398,24717.718750,3599.599121,2008/10/15 19:00:00.32,3,1400
9969,2,1.203937,1.593042,4796.566406,3599.599121,2008/10/15 19:00:00.32,3,1554
9970,3,0.000381,0.000381,1.373143,3599.599121,2008/10/15 19:00:00.32,3,0
9971,4,0.000000,29.205767,36361.687500,3599.599121,2008/10/15 19:00:00.32,3,3800
9972,5,2.959640,3.074083,10893.525391,3599.599121,2008/10/15 19:00:00.32,3,39
9973,6,7.181048,7.205616,25893.992188,3599.599121,2008/10/15 19:00:00.32,3,16
9974,7,7.075303,7.114824,25553.259766,3599.599121,2008/10/15 19:00:00.32,3,4059
9975,8,3.506420,3.643722,12935.893555,3599.599121,2008/10/15 19:00:00.32,3,38
9976,9,3.512885,3.648647,12959.413086,3599.599121,2008/10/15 19:00:00.32,3,38
9977,10,1.023041,1.023251,3682.476563,3599.599121,2008/10/15 19:00:00.32,3,100
9978,11,2.096208,2.141604,7668.741211,3599.599121,2008/10/15 19:00:00.32,3,1414
9979,12,394.915710,482.542175,1607539.625000,3599.599121,2008/10/15 19:00:00.32,3,1337
9980,13,6.531624,6.931105,23930.017578,3599.599121,2008/10/15 19:00:00.32,3,3858
9981,14,0.000000,21.286337,29474.857422,3599.599121,2008/10/15 19:00:00.32,3,1400
9982,15,3.507042,3.601038,12855.210938,3599.599121,2008/10/15 19:00:00.32,3,4435
9983,16,0.014801,0.019684,61.236496,3599.599121,2008/10/15 19:00:00.32,3,1722
9984,17,0.007019,0.011749,32.334187,3599.599121,2008/10/15 19:00:00.33,3,1727
9985,18,27.962156,29.671169,103716.765625,3599.599121,2008/10/15 19:00:00.33,3,3813
9986,19,0.000000,2.133913,3053.093506,3599.599121,2008/10/15 19:00:00.33,3,2700
9987,20,-35.714294,-3.331062,-94123.054688,3599.599121,2008/10/15 19:00:00.33,3,3233
9988,21,0.000000,26.926071,19022.251953,3599.599121,2008/10/15 19:00:00.33,3,2600
9989,22,2.368963,21.667810,18931.126953,3599.599121,2008/10/15 19:00:00.33,3,1626
9990,23,0.000000,2.192981,2998.892334,3599.599121,2008/10/15 19:00:00.33,3,3300
9991,24,-112.392349,-52.020096,-311908.718750,3599.599121,2008/10/15 19:00:00.33,3,2727
9992,25,0.000000,22.661936,18917.884766,3599.599121,2008/10/15 19:00:00.33,3,2700
9993,26,0.000000,0.000000,0.000000,3599.599121,2008/10/15 19:00:00.33,3,0
9994,27,100.000000,100.000000,183634.000000,1836.340332,2008/10/15 19:00:00.33,1,1414
9995,28,100.000000,100.000000,181233.500000,1812.335327,2008/10/15 19:00:00.33,1,1414
9996,1,6.825361,7.041123,24904.218750,3600.544678,2008/10/15 20:00:00.75,3,1554
9997,2,1.203937,1.565576,4830.142578,3600.544678,2008/10/15 20:00:00.75,3,5300
9998,3,0.000381,0.000381,1.373503,3600.544678,2008/10/15 20:00:00.75,3,0
9999,4,0.000000,29.755093,43685.042969,3600.544678,2008/10/15 20:00:00.75,3,2300
10000,5,2.947433,3.096971,10855.138672,3600.544678,2008/10/15 20:00:00.75,3,5724
10001,6,7.172503,7.205616,25889.326172,3600.544678,2008/10/15 20:00:00.75,3,3916
10002,7,7.061418,7.119097,25539.982422,3600.544678,2008/10/15 20:00:00.75,3,3002
10003,8,3.469478,3.634486,12877.754883,3600.544678,2008/10/15 20:00:00.75,3,1323
10004,9,3.486410,3.639412,12905.915039,3600.544678,2008/10/15 20:00:00.75,3,1322
10005,10,1.023041,1.023251,3683.474854,3600.544678,2008/10/15 20:00:00.75,3,0
10006,11,2.069886,2.132448,7616.637207,3600.544678,2008/10/15 20:00:00.75,3,1907
10007,12,386.822327,498.262024,1608682.750000,3600.544678,2008/10/15 20:00:00.75,3,734
10008,13,6.564736,6.879835,23997.953125,3600.544678,2008/10/15 20:00:00.75,3,3500
10009,14,0.000000,20.595102,33326.843750,3600.544678,2008/10/15 20:00:00.75,3,700
10010,15,3.436210,3.601038,12704.595703,3600.544678,2008/10/15 20:00:00.75,3,4834
10011,16,0.014801,0.019684,60.201557,3600.544678,2008/10/15 20:00:00.75,3,3139
10012,17,0.007019,0.011139,30.356232,3600.544678,2008/10/15 20:00:00.75,3,1741
10013,18,27.954527,29.678799,103706.554688,3600.544678,2008/10/15 20:00:00.75,3,3407
10014,19,0.000000,2.215412,4511.206055,3600.544678,2008/10/15 20:00:00.75,3,900
10015,20,-48.636677,-4.536743,-96617.062500,3600.544678,2008/10/15 20:00:00.75,3,1244
10016,21,0.000000,26.742962,25032.082031,3600.544678,2008/10/15 20:00:00.75,3,1900
10017,22,2.334630,16.765850,15044.545898,3600.544678,2008/10/15 20:00:00.75,3,4614
10018,23,0.000000,2.178027,4528.634277,3600.544678,2008/10/15 20:00:00.75,3,1700
10019,24,-100.040863,-44.632294,-314616.593750,3600.544678,2008/10/15 20:00:00.75,3,2526
10020,25,0.000000,26.969559,23534.523438,3600.544678,2008/10/15 20:00:00.75,3,2500
10021,26,0.000000,0.000000,0.000000,3600.544678,2008/10/15 20:00:00.75,3,0
10022,27,100.000000,100.000000,206429.000000,2064.290283,2008/10/15 20:00:00.76,1,1313
10023,28,100.000000,100.000000,214831.000000,2148.310059,2008/10/15 20:00:00.76,1,1212
10024,1,6.825361,6.983444,24750.091797,3599.589111,2008/10/15 21:00:00.22,3,1200
10025,2,1.258869,1.647974,4948.196289,3599.589111,2008/10/15 21:00:00.22,3,1350
10026,3,0.000381,0.000381,1.373139,3599.589111,2008/10/15 21:00:00.22,3,0
10027,4,0.000000,29.800869,37368.644531,3599.589111,2008/10/15 21:00:00.22,3,2000
10028,5,2.939803,3.087816,10856.271484,3599.589111,2008/10/15 21:00:00.22,3,421
10029,6,7.181048,7.205616,25891.398438,3599.589111,2008/10/15 21:00:00.22,3,3014
10030,7,7.075303,7.119097,25550.164063,3599.589111,2008/10/15 21:00:00.22,3,2712
10031,8,3.467939,3.634486,12901.506836,3599.589111,2008/10/15 21:00:00.22,3,1020
10032,9,3.478714,3.640951,12928.605469,3599.589111,2008/10/15 21:00:00.23,3,4620
10033,10,1.023041,1.023251,3682.673096,3599.589111,2008/10/15 21:00:00.23,3,0
10034,11,2.010376,2.110704,7545.622559,3599.589111,2008/10/15 21:00:00.23,3,1204
10035,12,406.640717,483.164734,1608823.875000,3599.589111,2008/10/15 21:00:00.23,3,427
10036,13,6.545510,6.855268,23918.933594,3599.589111,2008/10/15 21:00:00.23,3,2814
10037,14,0.000000,20.796520,28009.843750,3599.589111,2008/10/15 21:00:00.23,3,400
10038,15,3.447959,3.601038,12747.244141,3599.589111,2008/10/15 21:00:00.23,3,4025
10039,16,0.014801,0.019074,59.254421,3599.589111,2008/10/15 21:00:00.23,3,1605
10040,17,0.007019,0.012512,29.268353,3599.589111,2008/10/15 21:00:00.23,3,3301
10041,18,27.985044,29.686428,103615.835938,3599.589111,2008/10/15 21:00:00.23,3,2704
10042,19,0.000000,2.152606,3811.832764,3599.589111,2008/10/15 21:00:00.23,3,1100
10043,20,-46.194412,-4.660408,-95056.492188,3599.589111,2008/10/15 21:00:00.23,3,929
10044,21,0.000000,25.042345,21209.957031,3599.589111,2008/10/15 21:00:00.23,3,1600
10045,22,2.204929,19.588770,15187.482422,3599.589111,2008/10/15 21:00:00.23,3,1350
10046,23,0.000000,2.104753,3769.709961,3599.589111,2008/10/15 21:00:00.23,3,3500
10047,24,-99.394424,-46.779373,-310266.093750,3599.589111,2008/10/15 21:00:00.23,3,1023
10048,25,0.000000,26.179903,20243.556641,3599.589111,2008/10/15 21:00:00.23,3,1000
10049,26,0.000000,0.000000,0.000000,3599.589111,2008/10/15 21:00:00.23,3,0
10050,27,100.000000,100.000000,175230.500000,1752.305298,2008/10/15 21:00:00.23,1,1010
10051,28,100.000000,100.000000,182431.500000,1824.315308,2008/10/15 21:00:00.23,1,909
10052,1,6.887312,7.041123,24961.431641,3600.574707,2008/10/15 22:00:00.68,3,853
10053,2,1.258869,1.620508,5160.492676,3600.574707,2008/10/15 22:00:00.68,3,1300
10054,3,0.000381,0.000381,1.373515,3600.574707,2008/10/15 22:00:00.68,3,0
10055,4,0.000000,29.810024,62304.136719,3600.574707,2008/10/15 22:00:00.68,3,1700
10056,5,2.941329,3.095445,10793.529297,3600.574707,2008/10/15 22:00:00.68,3,1018
10057,6,7.181048,7.205616,25914.445313,3600.574707,2008/10/15 22:00:00.68,3,2003
10058,7,7.080644,7.132982,25605.099609,3600.574707,2008/10/15 22:00:00.68,3,2601
10059,8,3.471017,3.631407,12813.090820,3600.574707,2008/10/15 22:00:00.68,3,717
10060,9,3.486718,3.639412,12841.407227,3600.574707,2008/10/15 22:00:00.68,3,717
10061,10,1.023041,1.023251,3683.474609,3600.574707,2008/10/15 22:00:00.68,3,100
10062,11,2.032502,2.132448,7586.129395,3600.574707,2008/10/15 22:00:00.68,3,4601
10063,12,380.596619,533.177673,1607940.000000,3600.574707,2008/10/15 22:00:00.68,3,3028
10064,13,6.522011,7.157549,24210.330078,3600.574707,2008/10/15 22:00:00.68,3,2822
10065,14,0.000000,22.023346,48275.734375,3600.574707,2008/10/15 22:00:00.68,3,3100
10066,15,3.447959,3.601038,12645.009766,3600.574707,2008/10/15 22:00:00.68,3,5822
10067,16,0.014954,0.019074,59.863274,3600.574707,2008/10/15 22:00:00.68,3,2509
10068,17,0.006409,0.011749,29.803377,3600.574707,2008/10/15 22:00:00.68,3,3107
10069,18,27.962156,29.663540,104396.726563,3600.574707,2008/10/15 22:00:00.68,3,2401
10070,19,0.000000,2.201205,6240.948730,3600.574707,2008/10/15 22:00:00.68,3,200
10071,20,-44.926907,-1.321602,-104620.968750,3600.574707,2008/10/15 22:00:00.68,3,3714
10072,21,0.000000,23.698786,35696.664063,3600.574707,2008/10/15 22:00:00.68,3,2500
10073,22,2.216373,18.753338,16580.125000,3600.574707,2008/10/15 22:00:00.68,3,947
10074,23,0.000000,2.171298,6292.376465,3600.574707,2008/10/15 22:00:00.68,3,200
10075,24,-116.063171,-49.549805,-325552.343750,3600.574707,2008/10/15 22:00:00.68,3,4344
10076,25,0.000000,24.055847,35184.820313,3600.574707,2008/10/15 22:00:00.68,3,1900
10077,26,0.000000,0.000000,0.000000,3600.574707,2008/10/15 22:00:00.68,3,0
10078,27,100.000000,100.000000,306048.000000,3060.476807,2008/10/15 22:00:00.69,1,707
10079,28,100.000000,100.000000,307248.500000,3072.481689,2008/10/15 22:00:00.69,1,606
10080,1,6.858473,7.079576,25124.556641,3599.628906,2008/10/15 23:00:00.19,3,2205
10081,2,1.258869,1.538110,4771.229004,3599.628906,2008/10/15 23:00:00.19,3,3804
10082,3,0.000381,0.000381,1.373154,3599.628906,2008/10/15 23:00:00.19,3,0
10083,4,0.000000,29.791714,28283.968750,3599.628906,2008/10/15 23:00:00.19,3,4603
10084,5,2.936446,3.079881,10858.566406,3599.628906,2008/10/15 23:00:00.19,3,1847
10085,6,7.176775,7.216297,25883.154297,3599.628906,2008/10/15 23:00:00.20,3,5519
10086,7,7.061418,7.137255,25529.740234,3599.628906,2008/10/15 23:00:00.20,3,5214
10087,8,3.469478,3.657575,12971.568359,3599.628906,2008/10/15 23:00:00.20,3,446
10088,9,3.472556,3.665579,12998.312500,3599.628906,2008/10/15 23:00:00.20,3,346
10089,10,1.023041,1.023251,3682.691895,3599.628906,2008/10/15 23:00:00.20,3,100
10090,11,2.050812,2.110704,7523.641602,3599.628906,2008/10/15 23:00:00.20,3,126
10091,12,414.163422,489.442261,1610985.500000,3599.628906,2008/10/15 23:00:00.20,3,2950
10092,13,6.530556,6.860609,23912.107422,3599.628906,2008/10/15 23:00:00.20,3,5040
10093,14,0.000000,20.933853,24927.376953,3599.628906,2008/10/15 23:00:00.20,3,2900
10094,15,3.452995,3.597681,12781.667969,3599.628906,2008/10/15 23:00:00.20,3,50
10095,16,0.016327,0.025940,74.099091,3599.628906,2008/10/15 23:00:00.20,3,644
10096,17,0.007019,0.012512,31.648737,3599.628906,2008/10/15 23:00:00.20,3,3908
10097,18,27.969786,29.663540,103670.906250,3599.628906,2008/10/15 23:00:00.20,3,5028
10098,19,0.000000,2.193728,3323.423828,3599.628906,2008/10/15 23:00:00.20,3,3100
10099,20,-48.914913,-4.243057,-91689.593750,3599.628906,2008/10/15 23:00:00.20,3,4154
10100,21,0.000000,26.102083,17939.615234,3599.628906,2008/10/15 23:00:00.20,3,4100
10101,22,2.750439,20.874342,17953.367188,3599.628906,2008/10/15 23:00:00.20,3,4500
10102,23,0.000000,2.138399,3284.876221,3599.628906,2008/10/15 23:00:00.20,3,3100
10103,24,-100.340988,-45.786636,-306471.375000,3599.628906,2008/10/15 23:00:00.20,3,3548
10104,25,0.000000,25.877775,16662.193359,3599.628906,2008/10/15 23:00:00.20,3,3500
10105,26,0.000000,0.000000,0.000000,3599.628906,2008/10/15 23:00:00.20,3,0
10106,27,100.000000,100.000000,145725.500000,1457.255249,2008/10/15 23:00:00.20,1,3535
10107,28,100.000000,100.000000,152027.000000,1520.270264,2008/10/15 23:00:00.20,1,3434
10108,1,6.854200,7.008011,24853.257813,3600.559814,2008/10/16 00:00:00.64,3,4630
10109,2,1.231403,1.510643,4682.689453,3600.559814,2008/10/16 00:00:00.64,3,4717
10110,3,0.000381,0.000381,1.373509,3600.559814,2008/10/16 00:00:00.64,3,0
10111,4,0.000000,25.195698,19767.892578,3600.559814,2008/10/16 00:00:00.64,3,7
10112,5,2.967269,3.061875,10888.625977,3600.559814,2008/10/16 00:00:00.64,3,400
10113,6,7.186388,7.216297,25918.927734,3600.559814,2008/10/16 00:00:00.64,3,29
10114,7,7.071031,7.137255,25579.619141,3600.559814,2008/10/16 00:00:00.64,3,20
10115,8,3.548288,3.668658,13097.199219,3600.559814,2008/10/16 00:00:00.64,3,1058
10116,9,3.559063,3.676661,13126.045898,3600.559814,2008/10/16 00:00:00.64,3,857
10117,10,1.020943,1.023251,3683.319824,3600.559814,2008/10/16 00:00:00.64,3,225
10118,11,1.991684,2.110323,7427.900879,3600.559814,2008/10/16 00:00:00.64,3,46
10119,12,439.481171,486.588837,1609713.250000,3600.559814,2008/10/16 00:00:00.64,3,4519
10120,13,6.468605,6.789044,23773.812500,3600.559814,2008/10/16 00:00:00.64,3,2443
10121,14,0.000000,20.910963,17057.933594,3600.559814,2008/10/16 00:00:00.64,3,4600
10122,15,3.541955,3.601038,12923.004883,3600.559814,2008/10/16 00:00:00.64,3,259
10123,16,0.015564,0.039673,74.042641,3600.559814,2008/10/16 00:00:00.64,3,4802
10124,17,0.006256,0.010376,26.488899,3600.559814,2008/10/16 00:00:00.64,3,59
10125,18,27.969786,29.259174,103225.640625,3600.559814,2008/10/16 00:00:00.64,3,445
10126,19,0.000000,2.099519,1489.956909,3600.559814,2008/10/16 00:00:00.64,3,5902
10127,20,-36.688118,-3.361977,-86726.304688,3600.559814,2008/10/16 00:00:00.64,3,5859
10128,21,0.000000,22.758068,9624.152344,3600.559814,2008/10/16 00:00:00.64,3,5803
10129,22,2.262150,7.770657,12070.138672,3600.559814,2008/10/16 00:00:00.64,3,4809
10130,23,0.000000,2.123446,1429.479248,3600.559814,2008/10/16 00:00:00.64,3,103
10131,24,-108.606094,-54.236450,-299434.406250,3600.559814,2008/10/16 00:00:00.64,3,5846
10132,25,0.000000,23.520256,9884.200195,3600.559814,2008/10/16 00:00:00.64,3,5902
10133,26,0.000000,0.000000,0.000000,3600.559814,2008/10/16 00:00:00.64,3,0
10134,27,100.000000,100.000000,99617.000000,996.170166,2008/10/16 00:00:00.64,1,0
10135,28,100.000000,100.000000,98417.500000,984.175171,2008/10/16 00:00:00.64,1,0
10136,1,6.825361,6.969558,24698.558594,3599.544922,2008/10/16 01:00:00.07,3,5216
10137,2,1.176471,1.428244,4470.956543,3599.544922,2008/10/16 01:00:00.07,3,1221
10138,3,0.000381,0.000381,1.373122,3599.544922,2008/10/16 01:00:00.07,3,0
10139,4,0.000000,29.457541,15670.920898,3599.544922,2008/10/16 01:00:00.07,3,915
10140,5,2.936446,3.092393,10902.367188,3599.544922,2008/10/16 01:00:00.07,3,3010
